"Site","ID","ID2","gender","child_parent","age","age_.year","age_.month","age_.days","age_days","age_months","snake_experience","fear_snake","zoo","protocol","target_stimulus","order","stimulus_1","stimulus_2","stimulus_3","stimulus_4","stimulus_5","stimulus_6","stimulus_7","stimulus_8","stimulus_9","stimulus_10","stimulus_11","stimulus_12","stimulus_13","stimulus_14","stimulus_15","stimulus_16","stimulus_17","stimulus_18","stimulus_19","stimulus_20","stimulus_21","stimulus_22","stimulus_23","stimulus_24","RT.correct","number_errors"
"NS","NP040RCS  ","4NP040RCS   ","male","parent","34y-1m-19d   ",34,1,19,12467.9375,409.624229979466,"yes","no",NA,"NP","other",1,1.669,1.919,1.56,2.028,1.31,1.482,1.669,1.701,2.293,2.325,2.698,1.825,2.98,1.576,1.123,2.402,1.56,2.184,3.666,2.169,1.888,2.917,1.185,1.903,2.001,0
"NS","NP041DCS  ","4NP041DCS   ","male","child","3y-0m-4d     ",3,0,4,1099.75,36.1314168377823,"no","no",2,"NP","other",1,6.676,3.213,8.517,5.881,5.585,2.59,8.877,7.878,1.716,10.233,1.95,2.698,5.85,4.711,8.643,7.192,8.892,3.339,2.356,1.779,3.79,4.851,7.051,2.855,5.435,2
"NS","NP041RCS  ","4NP041RCS   ","female","parent","40y-5m-11d   ",40,5,11,14773.1875,485.361396303901,"no","yes",NA,"NP","other",1,2.309,3.619,3.572,2.777,2.309,1.638,1.42,1.856,1.669,3.447,1.903,1.404,1.42,2.387,1.389,1.123,2.293,2.231,1.186,1.326,2.387,2.512,1.841,1.591,2.067,0
"NS","RP001DSF  ","4RP001DSF   ","male","child","3y-2m-17d    ",3,2,17,1173.625,38.558521560575,"yes","yes",1,"RP","snake",4,3.026,1.56,1.607,1.622,3.853,2.138,1.841,3.9,3.151,5.101,2.481,2.918,3.307,2.933,1.778,2.34,2.527,2.558,3.354,1.622,1.592,3.136,3.65,2.262,2.677,0
"NS","RP001RFS  ","4RP001RFS   ","male","parent","36y-1m-19d   ",36,1,19,13198.4375,433.624229979466,"yes","no",NA,"RP","snake",4,1.03,1.154,1.124,0.967,0.904,1.622,1.108,1.17,1.029,0.983,0.998,1.311,1.076,0.998,1.03,2.153,2.481,3.198,0.983,2.34,0.951,1.108,1.046,1.014,1.324,0
"NS","RP002DSF  ","4RP002DSF   ","male","child","3y-1m-14d    ",3,1,14,1140.1875,37.4599589322382,"no","no",2,"RP","snake",4,7.535,4.867,0.655,5.366,7.956,6.068,3.619,7.878,3.962,5.226,4.524,2.683,12.246,4.321,4.742,2.372,2.543,3.089,2.98,2.652,2.574,6.006,4.212,3.807,4.915,2
"NS","RP002RSF  ","4RP002RSF   ","female","parent","36y-1m-24d   ",36,1,24,13203.4375,433.788501026694,"no","yes",NA,"RP","snake",4,1.684,1.934,1.888,1.576,1.342,1.794,1.825,1.482,1.498,1.763,1.981,1.653,1.467,1.778,1.919,1.748,1.84,1.623,1.544,1.466,1.388,1.498,1.716,1.466,1.661,0
"NS","RP004DSF  ","4RP004DSF   ","female","child","3y-1m-1d     ",3,1,1,1127.1875,37.0328542094456,"no","no",2,"RP","snake",4,3.338,2.824,3.931,3.51,3.744,4.556,4.384,4.478,5.039,4.758,3.12,4.992,4.118,2.215,9.282,3.728,2.309,2.387,0.016,2.964,2.871,2.511,2.449,2.512,3.585,0
"NS","RP004RSF  ","4RP004RSF   ","male","parent","36y-8m-17d   ",36,8,17,13409.5,440.558521560575,"no","no",NA,"RP","snake",4,1.482,2.121,1.466,1.482,1.732,1.544,1.576,1.935,1.747,1.997,1.466,1.903,1.529,1.357,1.326,1.248,1.794,1.185,1.404,1.358,1.232,1.326,1.467,1.28,1.54,0
"NS","RP005DSF  ","4RP005DSF   ","female","child","3y-3m-19d    ",3,3,19,1206.0625,39.6242299794661,"no","no",2,"RP","snake",4,4.149,6.474,4.727,3.291,4.446,2.215,4.275,1.825,2.574,6.521,1.81,3.214,4.353,8.658,1.684,3.495,5.491,4.867,2.777,2.168,2.652,2.776,2.418,2.605,3.728,0
"NS","RP005RSF  ","4RP005RSF   ","female","parent","41y-4m-10d   ",41,4,10,15107,496.328542094456,"yes","yes",NA,"RP","snake",4,1.56,2.449,1.935,2.433,2.059,2.855,4.353,1.981,1.497,2.699,1.904,1.45,2.028,1.217,1.528,1.404,1.482,2.199,2.122,1.732,2.043,1.982,2.293,3.027,2.093,0
"NS","RP006DSF  ","4RP006DSF   ","male","child","3y-10m-27d   ",3,10,27,1427.125,46.8870636550308,"no","no",2,"RP","snake",4,3.916,3.9,4.165,2.386,2.949,6.084,2.917,3.916,3.994,1.95,3.073,3.838,2.402,5.71,2.2,2.309,9.095,5.475,3.058,4.649,2.559,5.71,5.663,1.888,3.909,0
"NS","RP006RSF  ","4RP006RSF   ","male","parent","41y-11m-0d   ",41,11,0,15310.0625,503,"yes","yes",NA,"RP","snake",4,1.747,1.217,1.638,0.936,1.014,1.544,0.905,1.872,1.326,1.545,0.889,0.951,0.92,1.014,1.731,0.967,1.404,1.186,0.905,1.684,1.076,3.338,3.307,0.967,1.42,0
"NS","RP007DSF  ","4RP007DSF   ","female","child","3y-3m-25d    ",3,3,25,1212.0625,39.8213552361396,"no","no",2,"RP","snake",4,4.695,3.557,3.697,4.415,9.189,2.715,5.101,7.036,4.041,6.645,3.292,2.527,2.73,4.446,3.323,2.309,6.801,3.854,3.433,5.523,2.948,4.68,4.742,3.947,4.402,0
"NS","RP007RSF  ","4RP007RSF   ","male","parent","37y-6m-6d    ",37,6,6,13702.875,450.197125256674,"no","no",NA,"RP","snake",4,1.763,1.701,1.513,1.544,2.121,1.513,1.388,1.482,2.355,1.373,1.326,1.763,1.669,2.2,2.839,2.059,1.872,1.248,2.028,1.342,1.591,2.075,1.388,1.389,1.731,0
"NS","RP008DSF  ","4RP008DSF   ","female","child","3y-2m-0d     ",3,2,0,1156.625,38,"no","no",2,"RP","snake",4,2.231,2.168,3.666,2.371,4.54,4.415,4.212,5.116,4.555,1.918,6.302,2.153,1.779,3.167,4.368,8.938,5.772,3.261,4.383,3.354,5.366,9.048,3.651,2.558,4.137,0
"NS","RP008RSF  ","4RP008RSF   ","female","parent","37y-6m-23d   ",37,6,23,13719.875,450.755646817248,"no","no",NA,"RP","snake",4,1.326,1.919,1.076,1.076,0.967,0.983,0.936,2.262,1.825,1.17,1.716,1.265,1.061,0.967,2.262,1.123,1.06,1.545,0.998,1.061,1.513,1.076,1.077,0.983,1.302,0
"NS","RP009DSF  ","4RP009DSF   ","female","child","3y-8m-9d     ",3,8,9,1348.25,44.2956878850103,"no","no",2,"RP","snake",4,2.84,2.746,2.278,2.153,1.934,2.168,3.027,3.292,2.543,2.73,3.011,3.026,2.075,5.881,5.694,2.231,2.168,1.997,2.48,3.541,2.028,8.673,1.841,3.136,3.101,1
"NS","RP009RSF  ","4RP009RSF   ","female","parent","37y-3m-28d   ",37,3,28,13633.5625,447.919917864476,"no","no",NA,"RP","snake",4,2.433,1.513,1.513,1.591,1.591,2.278,1.685,1.857,2.246,1.606,1.498,1.654,1.623,1.919,1.622,1.607,1.607,1.467,1.498,2.293,1.685,1.918,3.182,2.933,1.867,0
"NS","RP010DSF  ","4RP010DSF   ","female","child","2y-11m-23d   ",2,11,23,1088.3125,35.7556468172485,"no","no",2,"RP","snake",4,10.624,7.114,8.44,5.304,4.181,3.978,5.398,2.48,3.183,7.301,2.324,4.352,2.996,3.182,1.841,2.62,3.853,6.038,2.464,5.382,3.323,2.309,2.355,2.979,4.604,3
"NS","RP010RSF  ","4RP010RSF   ","female","parent","33y-6m-13d   ",33,6,13,12248.875,402.427104722793,"no","no",NA,"RP","snake",4,1.545,1.139,1.014,1.341,1.062,0.936,1.389,1.139,1.468,1.965,1.029,0.998,0.905,0.905,1.857,2.808,0.952,1.154,1.014,1.061,0.904,2.013,0.999,1.888,1.312,0
"NS","RP011DSF  ","4RP011DSF   ","female","child","3y-2m-13d    ",3,2,13,1169.625,38.4271047227926,"no","no",2,"RP","snake",4,2.949,2.371,3.12,6.677,2.746,6.88,2.372,4.524,2.371,1.451,6.131,2.887,1.996,2.668,11.03,7.052,8.018,5.444,3.495,6.256,6.209,4.04,4.789,2.996,4.757,2
"NS","RP011RSF  ","4RP011RSF   ","female","parent","37y-7m-26d   ",37,7,26,13753.3125,451.854209445585,"no","no",NA,"RP","snake",4,1.326,1.341,1.341,1.342,1.654,1.217,2.559,1.342,1.295,1.248,1.529,1.108,1.513,1.763,1.202,1.373,2.745,1.186,1.731,1.076,1.155,1.123,1.092,1.404,1.444,0
"NS","RP012DSF  ","4RP012DSF   ","female","child","3y-8m-4d     ",3,8,4,1343.25,44.1314168377823,"no","yes",1,"RP","snake",4,6.021,4.727,5.709,3.604,6.536,6.38,4.914,5.429,7.317,4.711,3.947,6.926,4.961,4.337,2.98,18.845,11.575,6.287,7.551,5.819,4.477,3.042,6.24,4.571,5.884,1
"NS","RP012RSF  ","4RP012RSF   ","female","parent","34y-7m-3d    ",34,7,3,12634.5625,415.098562628337,"no","yes",NA,"RP","snake",4,1.264,1.232,1.279,1.154,3.229,2.808,2.949,1.279,1.778,1.716,2.901,2.512,2.512,2.792,2.277,1.638,2.589,1.576,1.326,1.217,2.278,1.592,1.186,1.466,1.94,0
"NS","RP013DFS  ","4RP013DFS   ","female","child","3y-4m-3d     ",3,4,3,1220.5,40.0985626283368,"no","yes",1,"RP","other",3,4.696,7.098,3.073,5.148,5.476,3.042,1.997,3.588,4.96,4.805,3.916,3.822,4.181,3.292,5.725,4.82,7.753,3.713,3.23,4.836,4.617,3.76,3.947,2.933,4.351,0
"NS","RP013RFS  ","4RP013RFS   ","male","parent","34y-0m-1d    ",34,0,1,12419.5,408.032854209446,"no","no",NA,"RP","other",3,2.153,1.123,1.56,1.545,1.217,1.669,2.699,1.498,1.654,1.295,1.248,1.311,1.419,1.513,1.358,1.404,2.387,1.918,1.263,1.123,1.389,1.997,2.403,1.7,1.619,0
"NS","RP014DSF  ","4RP014DSF   ","male","child","3y-6m-30d    ",3,6,30,1308.375,42.9856262833676,"no","yes",1,"RP","snake",4,4.134,5.741,2.964,6.334,6.864,2.34,2.465,3.79,3.463,3.416,2.948,2.308,5.819,2.98,4.337,2.777,6.177,3.885,1.919,3.104,2.449,2.168,3.213,2.73,3.68,0
"NS","RP014RSF  ","4RP014RSF   ","male","parent","34y-6m-16d   ",34,6,16,12617.125,414.525667351129,"no","no",NA,"RP","snake",4,2.605,1.232,1.077,1.248,1.17,1.623,1.7,1.045,1.372,0.967,1.357,1.186,1.248,1.763,1.388,0.999,1.045,1.155,0.983,1.029,1.076,1.108,0.92,1.061,1.265,0
"NS","RP015DSF  ","4RP015DSF   ","male","child","3y-10m-25d   ",3,10,25,1425.125,46.8213552361396,"no","no",2,"RP","snake",4,6.396,2.652,3.214,2.059,2.496,8.97,2.652,2.465,2.199,6.115,1.607,4.196,3.12,4.555,1.934,1.903,4.056,2.043,3.697,3.229,4.01,9.454,2.683,3.557,3.719,0
"NS","RP015RSF  ","4RP015RSF   ","male","parent","42y-9m-28d   ",42,9,28,15642.4375,513.919917864476,"no","no",NA,"RP","snake",4,1.841,1.233,1.233,1.388,1.248,4.431,1.076,1.248,1.217,1.03,1.03,1.607,1.326,1.373,1.108,1.123,1.341,1.155,1.31,1.03,1.232,1.311,1.107,1.014,1.376,0
"NS","RP016DFS  ","4RP016DFS   ","male","child","3y-9m-11d    ",3,9,11,1380.6875,45.3613963039014,"no","no",2,"RP","other",3,3.213,3.775,4.119,2.278,3.588,4.071,3.604,5.756,3.9,1.669,6.224,6.084,2.465,2.684,4.462,3.526,6.802,2.714,3.448,3.073,4.664,6.255,7.706,4.774,4.202,0
"NS","RP016RFS  ","4RP016RFS   ","female","parent","32y-3m-23d   ",32,3,23,11802.3125,387.755646817248,"no","yes",NA,"RP","other",3,1.264,1.342,1.28,2.683,1.7,2.808,1.7,1.778,1.373,1.591,1.326,1.794,1.919,3.557,2.496,1.326,2.169,1.482,1.42,3.479,2.762,1.217,2.652,2.698,1.992,0
"NS","RP017DFS  ","4RP017DFS   ","female","child","3y-5m-13d    ",3,5,13,1260.9375,41.4271047227926,"yes","yes",1,"RP","other",3,3.9,3.182,7.69,5.102,2.121,3.058,4.29,2.917,3.635,3.604,2.512,4.727,2.371,3.65,1.638,3.292,5.523,6.489,3.073,3.432,3.104,3.932,3.385,8.268,3.954,0
"NS","RP017RFS  ","4RP017RFS   ","male","parent","35y-4m-27d   ",35,4,27,12932.5,424.887063655031,"no","no",NA,"RP","other",3,3.869,1.576,2.168,2.496,1.092,1.497,1.185,1.186,2.075,1.498,2.543,2.013,1.232,0.936,1.029,1.701,1.264,1.139,0.952,3.432,2.542,0.951,0.889,1.342,1.692,0
"NS","RP018DFS  ","4RP018DFS   ","male","child","3y-2m-19d    ",3,2,19,1175.625,38.6242299794661,"no","yes",1,"RP","other",3,6.599,4.399,3.869,2.356,7.222,3.198,2.964,4.571,3.744,5.647,9.22,3.822,1.56,6.209,6.833,2.777,3.9,4.602,4.009,2.465,20.982,4.711,2.074,2.465,5.158,1
"NS","RP018RFS  ","4RP018RFS   ","female","parent","38y-7m-23d   ",38,7,23,14115.5625,463.755646817248,"no","yes",NA,"RP","other",3,2.793,1.888,1.732,1.451,1.217,1.779,1.778,1.123,2.902,1.856,1.529,1.123,1.201,1.217,2.246,2.028,1.295,1.576,3.978,1.139,1.03,1.826,2.433,2.434,1.816,0
"NS","RP019DFS  ","4RP019DFS   ","male","child","2y-11m-19d   ",2,11,19,1084.3125,35.6242299794661,"yes","yes",1,"RP","other",3,5.694,5.538,5.601,2.605,4.462,13.697,5.866,5.741,3.042,2.371,3.651,3.058,6.177,2.823,4.15,2.964,2.948,4.914,4.353,2.511,2.605,5.257,2.309,6.864,4.676,5
"NS","RP019RFS  ","4RP019RFS   ","female","parent","30y-3m-27d   ",30,3,27,11075.8125,363.887063655031,"yes","no",NA,"RP","other",3,1.42,1.404,1.654,2.059,1.17,1.56,1.342,1.529,1.997,1.545,1.092,1.17,2.543,1.451,2.449,1.872,1.653,1.684,1.31,1.669,2.948,1.981,1.373,1.872,1.698,0
"NS","RP020DSF  ","4RP020DSF   ","female","child","3y-2m-11d    ",3,2,11,1167.625,38.3613963039014,"no","no",2,"RP","snake",4,5.148,4.805,3.946,3.073,2.308,5.366,4.352,3.728,3.635,1.919,2.948,4.134,4.399,2.48,1.514,1.607,4.634,2.465,2.012,2.34,1.934,3.245,1.887,4.181,3.252,0
"NS","RP020RSF  ","4RP020RSF   ","female","parent","38y-10m-3d   ",38,10,3,14186.875,466.098562628337,"no","yes",NA,"RP","snake",4,1.934,1.342,1.263,1.685,1.904,1.731,1.216,1.373,1.684,2.012,1.388,3.011,2.621,2.574,1.217,1.217,1.498,2.075,1.342,1.264,1.342,1.997,1.341,1.482,1.688,0
"NS","RP021DFS  ","4RP021DFS   ","male","child","3y-4m-28d    ",3,4,28,1245.5,40.9199178644764,"no","no",2,"RP","other",3,4.305,3.073,6.1,2.418,4.305,4.587,4.602,3.23,5.46,5.866,3.292,3.214,2.98,7.924,5.132,4.446,4.79,5.897,7.425,4.461,2.34,3.884,3.261,4.149,4.464,0
"NS","RP021RFS  ","4RP021RFS   ","female","parent","30y-10m-3d   ",30,10,3,11264.875,370.098562628337,"no","yes",NA,"RP","other",3,1.841,1.295,2.012,1.544,1.607,1.513,1.233,1.763,1.279,2.698,2.153,1.84,1.436,1.716,1.763,1.341,1.856,1.528,1.154,2.278,1.264,1.373,1.825,1.42,1.656,0
"NS","RP022DFS  ","4RP022DFS   ","female","child","3y-4m-9d     ",3,4,9,1226.5,40.2956878850103,"no","yes",1,"RP","other",3,3.51,4.025,3.884,5.148,2.746,2.652,3.713,4.571,5.944,3.386,6.458,5.57,7.16,3.806,9.86,5.258,4.556,7.254,4.399,9.032,4.305,3.588,6.442,3.104,5.015,0
"NS","RP022RFS  ","4RP022RFS   ","male","parent","42y-5m-14d   ",42,5,14,15506.6875,509.459958932238,"no","yes",NA,"RP","other",3,2.34,2.715,1.903,1.514,1.528,1.232,2.62,1.654,1.778,1.388,1.763,1.45,1.498,2.558,1.95,2.168,1.482,1.653,1.903,2.106,1.919,1.28,1.872,1.778,1.835,0
"NS","RP024DFS  ","4RP024DFS   ","male","child","3y-2m-19d    ",3,2,19,1175.625,38.6242299794661,"no","no",2,"RP","other",3,4.322,4.102,4.774,3.838,4.462,3.994,2.106,3.401,2.683,2.777,2.886,2.589,2.589,2.246,4.727,4.4,4.181,2.496,2.683,2.792,3.884,2.481,2.948,4.992,3.431,0
"NS","RP024RFS  ","4RP024RFS   ","female","parent","29y-11m-26d  ",29,11,26,10953.0625,359.854209445585,"no","yes",NA,"RP","other",3,1.654,1.701,2.013,1.638,2.309,1.295,1.856,1.732,1.716,1.763,1.358,1.482,2.059,2.028,1.154,1.56,1.217,2.355,1.03,1.607,1.388,1.592,1.981,1.466,1.665,0
"NS","RP025DFS  ","4RP025DFS   ","female","child","3y-0m-3d     ",3,0,3,1098.75,36.0985626283368,"no","yes",1,"RP","other",3,3.51,9.532,4.742,8.361,2.465,5.164,3.978,2.106,3.884,7.114,7.722,4.602,2.574,2.949,25.257,2.855,4.368,3.089,2.481,2.808,6.474,12.558,17.457,2.824,6.203,0
"NS","RP025RFS  ","4RP025RFS   ","female","parent","33y-4m-29d   ",33,4,29,12204,400.952772073922,"no","no",NA,"RP","other",3,1.294,1.264,2.683,2.449,1.139,1.294,2.887,1.341,1.326,1.903,1.623,1.154,4.867,1.435,2.683,1.341,1.607,1.092,1.903,1.279,2.013,2.948,1.17,3.042,1.906,0
"NS","RP027DFS  ","4RP027DFS   ","female","child","3y-2m-1d     ",3,2,1,1157.625,38.0328542094456,"no","yes",1,"RP","other",3,10.374,5.959,3.868,7.519,7.707,9.828,4.696,5.928,4.727,5.538,3.23,9.22,4.618,4.758,7.504,5.694,9.641,5.397,10.546,5.991,5.304,10.202,12.527,5.507,6.928,0
"NS","RP027RFS  ","4RP027RFS   ","male","parent","35y-11m-17d  ",35,11,17,13135.5625,431.558521560575,"yes","yes",NA,"RP","other",3,1.669,1.342,1.591,1.919,1.108,1.217,3.167,1.545,1.7,2.262,1.794,2.403,2.979,1.684,0.951,1.17,0.999,0.952,2.152,1.513,5.414,1.42,1.03,1.155,1.797,0
"NS","RP029DFS  ","4RP029DFS   ","male","child","2y-11m-14d   ",2,11,14,1079.3125,35.4599589322382,"yes","yes",1,"RP","other",3,2.309,1.747,2.933,3.292,1.716,2.402,2.387,2.87,3.447,1.747,2.168,3.292,2.449,2.825,2.138,7.378,2.387,2.184,5.164,3.011,5.319,3.229,1.903,2.574,2.953,0
"NS","RP029RFS  ","4RP029RFS   ","male","parent","40y-4m-25d   ",40,4,25,14756.75,484.82135523614,"yes","yes",NA,"RP","other",3,2.464,1.966,1.685,2.152,1.435,1.591,2.215,1.888,1.545,2.543,1.888,1.373,1.622,1.794,1.794,1.435,1.7,1.763,1.498,2.075,2.028,1.295,1.529,1.576,1.786,0
"NS","RP030DFS  ","4RP030DFS   ","female","child","3y-6m-3d     ",3,6,3,1281.375,42.0985626283368,"no","no",2,"RP","other",3,1.919,3.619,5.148,1.56,2.87,2.605,3.011,1.747,2.246,1.997,2.558,2.543,2.044,2.121,2.73,1.903,2.121,2.496,1.888,2.262,1.622,5.569,3.042,3.214,2.618,0
"NS","RP030RFS  ","4RP030RFS   ","female","parent","35y-0m-12d   ",35,0,12,12795.75,420.394250513347,"no","no",NA,"RP","other",3,1.701,2.106,1.497,1.482,2.34,3.073,1.076,1.232,1.575,1.295,1.357,2.917,1.982,1.888,1.778,1.934,1.419,1.7,1.514,1.84,1.778,1.357,1.638,1.655,1.756,0
"NS","RP031DFS  ","4RP031DFS   ","female","child","3y-0m-24d    ",3,0,24,1119.75,36.788501026694,"no","no",2,"RP","other",3,3.931,1.872,6.146,3.526,5.211,2.23,4.805,3.885,3.088,3.073,1.841,2.792,1.934,2.372,4.446,3.932,6.708,2.137,3.463,3.869,8.939,2.106,2.34,3.9,3.689,0
"NS","RP031RFS  ","4RP031RFS   ","female","parent","32y-0m-16d   ",32,0,16,11704,384.525667351129,"yes","yes",NA,"RP","other",3,2.574,1.435,1.904,1.56,1.03,1.294,2.309,0.983,1.154,1.388,1.607,2.371,1.529,0.874,1.045,1.014,1.482,1.092,0.983,1.294,1.95,2.043,3.307,1.31,1.564,0
"NS","RP032DFS  ","4RP032DFS   ","female","child","3y-3m-0d     ",3,3,0,1187.0625,39,"no","yes",1,"RP","other",3,3.245,5.632,5.444,8.518,7.597,1.654,2.793,2.776,1.95,2.246,3.104,3.463,5.772,2.075,3.027,5.382,5.413,3.9,1.575,3.495,4.337,3.697,2.012,4.103,3.884,0
"NS","RP032RFS  ","4RP032RFS   ","female","parent","39y-0m-15d   ",39,0,15,14259.75,468.492813141684,"no","no",NA,"RP","other",3,1.061,0.983,1.623,1.404,1.217,1.139,1.575,1.56,1.233,1.466,1.202,1.934,1.061,1.154,1.045,1.029,2.59,1.232,1.591,1.061,0.983,0.999,1.919,1.311,1.349,0
"NS","RP033DFS  ","4RP033DFS   ","female","child","3y-2m-1d     ",3,2,1,1157.625,38.0328542094456,"no","yes",1,"RP","other",3,4.556,3.058,4.103,4.742,2.964,6.147,3.525,1.748,2.325,4.883,6.302,1.466,3.307,2.121,3.245,1.856,2.886,2.215,5.585,2.433,7.301,2.854,2.433,2.152,3.509,0
"NS","RP033RFS  ","4RP033RFS   ","female","parent","33y-0m-17d   ",33,0,17,12070.25,396.558521560575,"no","yes",NA,"RP","other",3,1.294,1.388,2.012,1.404,1.997,1.903,1.81,1.326,1.311,1.529,1.731,1.358,1.388,2.605,1.544,1.264,1.966,1.826,1.544,2.465,1.545,2.153,1.295,2.402,1.711,0
"NS","RP034DFS  ","4RP034DFS   ","male","child","3y-7m-16d    ",3,7,16,1324.8125,43.5256673511294,"no","no",2,"RP","other",3,1.607,12.729,3.307,2.574,1.528,1.576,2.153,3.869,2.652,1.513,2.886,5.101,2.293,3.51,6.786,1.794,2.481,2.293,2.543,2.402,2.808,4.087,1.357,2.699,3.022,5
"NS","RP034RFS  ","4RP034RFS   ","female","parent","31y-2m-26d   ",31,2,26,11409.625,374.854209445585,"no","no",NA,"RP","other",3,1.404,0.967,1.965,1.388,1.404,1.404,1.263,1.545,1.7,1.513,1.17,1.466,1.216,1.514,1.513,1.466,1.092,1.326,0.998,1.7,2.527,1.341,1.17,1.045,1.421,0
"NS","RP035DFS  ","4RP035DFS   ","male","child","3y-3m-22d    ",3,3,22,1209.0625,39.7227926078029,"no","yes",1,"RP","other",3,4.648,2.574,3.245,4.961,2.699,2.043,4.571,2.761,1.966,5.476,2.808,5.148,1.872,3.604,6.693,4.274,1.997,5.257,1.498,4.977,3.12,6.038,3.323,3.76,3.721,0
"NS","RP035RFS  ","4RP035RFS   ","male","parent","50y-8m-4d    ",50,8,4,18510,608.131416837782,"yes","no",NA,"RP","other",3,1.467,1.872,3.416,1.388,1.763,1.389,1.279,1.451,1.56,1.264,1.186,1.482,2.091,1.482,1.326,1.903,0.967,2.246,1.248,0.998,1.311,2.434,1.404,1.466,1.6,0
"NS","RP036DSF  ","4RP036DSF   ","male","child","3y-3m-19d    ",3,3,19,1206.0625,39.6242299794661,"no","yes",1,"RP","snake",4,4.18,6.256,13.057,3.635,3.697,4.384,4.805,4.882,4.415,16.036,11.544,12.87,3.213,9.984,5.414,3.463,2.278,2.823,4.43,3.713,6.942,5.491,5.117,2.605,6.051,0
"NS","RP036RSF  ","4RP036RSF   ","male","parent","32y-3m-14d   ",32,3,14,11793.3125,387.459958932238,"no","yes",NA,"RP","snake",4,1.482,1.701,0.982,0.951,1.123,1.03,3.525,1.123,1.513,0.952,1.108,0.999,1.372,1.03,1.108,2.106,0.905,1.685,1.03,1.466,1.498,1.654,1.669,1.092,1.379,0
"NS","RP037DSF  ","4RP037DSF   ","male","child","3y-8m-24d    ",3,8,24,1363.25,44.788501026694,"no","yes",1,"RP","snake",4,2.855,2.043,2.637,1.888,5.85,1.857,5.631,3.385,3.541,1.732,1.466,2.169,1.981,3.588,2.2,5.194,2.902,1.779,3.089,2.621,2.231,1.747,3.51,1.747,2.818,0
"NS","RP037RSF  ","4RP037RSF   ","female","parent","34y-6m-12d   ",34,6,12,12613.125,414.394250513347,"no","yes",NA,"RP","snake",4,1.279,1.326,1.373,2.294,1.342,1.841,1.076,1.576,1.467,2.231,1.186,1.342,1.217,3.37,1.513,1.326,1.544,1.326,1.716,2.418,1.264,2.153,2.683,1.264,1.681,1
