"g","imaginedexplicit1","imaginedexplicit2","imaginedexplicit3","imaginedexplicit4"
"brasilia",5,6,5,7
"ufl     ",3,2,8,7
"jmu     ",2,2,1,2
"pi      ",3,8,5,4
"pi      ",3,1,2,1
"pi      ",5,4,6,4
"pi      ",5,5,5,6
"tamu    ",5,1,5,1
"tamu    ",2,2,3,7
"tamu    ",4,2,6,6
"tamu    ",5,5,9,8
"tamu    ",4,3,4,5
"pi      ",5,6,5,9
"pi      ",3,2,1,9
"pi      ",5,4,5,3
"tamu    ",9,7,9,9
"tamu    ",9,5,6,5
"tamu    ",5,4,5,2
"tamu    ",2,1,2,4
"tamu    ",6,3,5,9
"tamu    ",3,1,1,5
"tamu    ",6,6,6,3
"pi      ",5,5,7,7
"pi      ",1,5,1,1
"jmu     ",3,4,7,5
"pi      ",1,5,3,9
"pi      ",5,5,2,1
"pi      ",7,3,7,5
"wl      ",3,3,5,7
"wl      ",5,5,5,9
"wl      ",6,4,7,5
"wl      ",5,4,6,7
"wl      ",7,5,6,6
"wl      ",2,2,3,3
"pi      ",6,7,8,9
"wl      ",5,2,8,9
"wl      ",4,4,5,9
"wl      ",5,3,6,2
"wl      ",5,3,7,3
"wl      ",5,5,9,9
"wl      ",1,1,1,5
"wl      ",5,4,7,7
"wl      ",6,6,6,9
"wl      ",6,6,9,9
"pi      ",1,7,1,5
"pi      ",5,7,7,4
"pi      ",1,1,1,1
"jmu     ",7,4,5,8
"pi      ",6,3,8,7
"pi      ",7,8,4,8
"pi      ",8,9,8,9
"pi      ",3,2,2,4
"pi      ",4,6,2,7
"pi      ",5,5,5,7
"pi      ",8,8,8,8
"pi      ",9,6,9,9
"pi      ",6,5,9,9
"pi      ",9,7,9,9
"pi      ",1,1,9,3
"pi      ",1,1,1,1
"pi      ",6,2,7,9
"charles ",5,3,6,7
"charles ",6,4,5,7
"ufl     ",7,4,6,6
"ufl     ",8,5,7,7
"ufl     ",6,2,4,2
"ufl     ",3,1,1,1
"ufl     ",5,5,6,8
"ufl     ",1,2,5,4
"pi      ",8,1,2,1
"charles ",5,4,NA,9
"charles ",4,4,4,9
"charles ",3,6,5,7
"tamu    ",5,2,6,2
"tamu    ",7,3,5,2
"tamu    ",2,2,5,6
"pi      ",5,5,5,2
"jmu     ",3,3,2,4
"ufl     ",4,3,4,4
"ufl     ",5,2,5,2
"tamu    ",5,5,8,7
"tamu    ",3,1,5,6
"tamu    ",6,7,9,7
"pi      ",5,5,5,9
"tamu    ",6,6,6,7
"tamu    ",4,1,7,9
"tamu    ",5,2,5,1
"tamu    ",2,2,7,1
"tamu    ",7,4,7,5
"ufl     ",6,6,6,5
"ufl     ",8,2,4,1
"tamu    ",8,5,9,9
"tamu    ",3,2,4,1
"tamu    ",3,3,5,3
"tamu    ",5,4,6,2
"tamu    ",2,1,1,1
"tamuc   ",3,3,3,4
"tamuc   ",2,3,4,3
"tamuc   ",4,2,5,2
"tamu    ",6,3,7,2
"msvu    ",5,4,7,8
"msvu    ",9,6,6,9
"msvu    ",6,4,6,4
"msvu    ",5,3,5,7
"msvu    ",9,7,9,9
"msvu    ",9,5,6,7
"msvu    ",9,5,9,9
"msvu    ",7,2,5,5
"msvu    ",5,2,4,2
"msvu    ",5,5,4,1
"msvu    ",4,2,4,3
"msvu    ",5,4,6,9
"msvu    ",7,4,5,6
"msvu    ",7,6,9,9
"msvu    ",3,7,7,5
"msvu    ",3,1,3,1
"msvu    ",5,3,5,7
"msvu    ",5,4,5,9
"ufl     ",3,2,5,5
"msvu    ",9,6,9,2
"ufl     ",NA,1,9,8
"pi      ",6,6,6,6
"msvu    ",9,9,9,9
"ufl     ",5,2,4,2
"ufl     ",9,5,9,9
"pi      ",4,3,5,6
"pi      ",5,1,5,3
"tamuc   ",9,8,9,9
"tamuc   ",4,3,4,3
"pi      ",5,1,5,5
"jmu     ",3,2,5,2
"pi      ",5,3,6,6
"ufl     ",5,1,2,1
"tamu    ",3,2,2,2
"pi      ",NA,3,4,1
"tamu    ",8,7,9,8
"tamu    ",6,5,5,7
"pi      ",4,4,5,7
"ufl     ",9,9,9,9
"ufl     ",8,6,9,8
"pi      ",1,1,5,4
"pi      ",6,7,9,9
"tamu    ",5,2,3,1
"tamu    ",1,1,1,1
"tamu    ",5,3,4,7
"wl      ",5,1,6,2
"wl      ",5,3,3,2
"wl      ",3,5,7,6
"tamu    ",5,3,6,9
"wl      ",5,6,6,8
"tamu    ",5,5,5,9
"tamu    ",1,1,1,1
"tamu    ",7,2,5,1
"tamu    ",7,5,7,8
"ufl     ",5,4,6,9
"ufl     ",5,3,5,6
"ufl     ",3,2,3,5
"wl      ",3,3,7,9
"pi      ",3,2,4,1
"tamu    ",1,1,1,3
"tamu    ",3,3,4,5
"tamu    ",5,2,8,6
"ufl     ",5,3,5,4
"pi      ",5,7,9,9
"pi      ",7,7,8,9
"pi      ",5,5,5,1
"pi      ",7,7,8,9
"pi      ",7,4,8,8
"pi      ",5,7,5,8
"pi      ",6,4,6,7
"pi      ",6,4,6,5
"pi      ",2,5,9,6
"pi      ",5,3,3,5
"pi      ",7,5,7,5
"pi      ",4,3,4,9
"pi      ",4,3,1,1
"pi      ",6,5,5,4
"pi      ",6,4,6,4
"pi      ",5,7,8,6
"mcdaniel",5,7,9,9
"pi      ",NA,5,NA,9
"pi      ",9,5,9,9
"pi      ",5,3,3,3
"mcdaniel",6,3,5,5
"pi      ",5,3,5,3
"pi      ",5,5,5,9
"pi      ",5,3,6,9
"pi      ",3,2,5,5
"pi      ",2,2,3,1
"pi      ",6,4,5,7
"pi      ",5,4,6,2
"pi      ",3,1,3,1
"pi      ",5,7,6,9
"pi      ",6,6,6,6
"pi      ",5,1,5,9
"pi      ",5,3,5,7
"pi      ",3,2,2,2
"pi      ",5,3,5,1
"pi      ",2,1,1,4
"pi      ",5,4,7,4
"pi      ",1,1,1,3
"pi      ",5,5,5,1
"pi      ",5,2,3,7
"pi      ",5,1,5,1
"pi      ",5,9,9,9
"jmu     ",2,2,3,7
"pi      ",5,5,5,7
"pi      ",4,4,5,6
"pi      ",7,2,5,6
"pi      ",6,6,9,9
"pi      ",5,2,5,2
"pi      ",7,7,7,7
"jmu     ",1,1,2,2
"pi      ",5,5,5,1
"pi      ",6,5,8,9
"pi      ",5,4,5,6
"pi      ",9,5,7,9
"pi      ",5,5,1,1
"pi      ",5,1,5,9
"pi      ",2,2,2,2
"pi      ",6,5,4,4
"pi      ",9,1,5,1
"pi      ",4,1,2,1
"pi      ",6,6,6,4
"pi      ",9,9,9,9
"pi      ",5,5,5,3
"pi      ",7,5,5,7
"swpson  ",5,9,5,9
"swpson  ",5,9,7,7
"swpson  ",6,7,7,9
"swpson  ",5,3,3,5
"swpson  ",8,7,7,8
"swpson  ",6,8,7,7
"swpson  ",1,1,4,7
"swpson  ",7,7,9,9
"swpson  ",1,3,1,6
"swpson  ",1,3,3,7
"swpson  ",5,6,5,8
"swpson  ",4,9,4,9
"swpson  ",2,5,1,3
"pi      ",2,1,1,1
"swpson  ",2,1,1,1
"swpson  ",6,6,6,6
"swpson  ",6,2,7,5
"swpson  ",3,6,6,2
"swpson  ",1,3,2,6
"swpson  ",2,1,1,1
"swpson  ",6,5,7,9
"swpson  ",5,5,4,6
"swpson  ",1,1,1,1
"swpson  ",3,1,9,1
"tamuc   ",1,1,1,1
"swpson  ",1,1,1,1
"swpson  ",5,3,4,2
"swpson  ",5,4,4,6
"tamuc   ",4,7,3,1
"swpson  ",5,5,6,9
"swpson  ",1,2,4,2
"tamuc   ",1,2,3,2
"tamuc   ",9,5,9,7
"swpson  ",4,6,6,1
"swpson  ",2,1,1,4
"pi      ",5,4,3,4
"pi      ",1,1,5,9
"pi      ",2,2,4,1
"qccuny  ",4,2,6,2
"qccuny  ",5,3,6,6
"qccuny  ",6,2,4,3
"pi      ",3,2,3,3
"swpson  ",5,5,5,6
"swpson  ",6,5,5,9
"pi      ",5,4,5,6
"qccuny  ",NA,NA,NA,NA
"swpson  ",4,4,5,7
"pi      ",5,4,8,8
"pi      ",5,4,5,9
"tamuc   ",5,5,5,7
"pi      ",5,1,1,2
"pi      ",7,7,7,8
"pi      ",5,5,5,5
"swpson  ",9,9,9,9
"swpson  ",5,3,5,9
"swpson  ",6,3,7,5
"swpson  ",1,4,1,1
"pi      ",5,1,9,5
"pi      ",1,5,5,4
"swpson  ",5,5,NA,6
"swpson  ",8,9,9,9
"swpson  ",4,6,5,5
"ufl     ",5,2,5,2
"qccuny  ",4,2,2,4
"qccuny  ",4,3,5,1
"tamuc   ",3,1,2,2
"qccuny  ",7,5,8,6
"pi      ",3,2,2,1
"swpson  ",5,2,5,5
"qccuny  ",2,2,2,1
"qccuny  ",7,8,7,9
"qccuny  ",2,2,3,2
"qccuny  ",5,3,7,1
"swpson  ",7,6,9,7
"swpson  ",5,7,5,9
"swpson  ",5,5,8,9
"swpson  ",2,2,3,5
"sdsu    ",6,7,8,5
"sdsu    ",5,3,7,5
"mcdaniel",6,4,5,9
"swpson  ",5,5,7,7
"swpson  ",3,3,3,5
"swpson  ",1,1,1,1
"swpson  ",5,5,7,8
"tamuc   ",2,2,5,5
"tamuc   ",6,1,3,9
"swpson  ",NA,NA,NA,NA
"swpson  ",5,4,5,7
"swpson  ",4,3,9,9
"brasilia",1,1,1,5
"swpson  ",1,1,1,1
"tamuc   ",3,5,3,2
"tamuc   ",5,6,5,8
"swpson  ",4,4,3,7
"swpson  ",5,6,5,7
"swpson  ",3,2,3,3
"tamuc   ",1,1,4,1
"swpson  ",5,2,4,3
"swpson  ",7,3,5,7
"tamuc   ",1,1,4,2
"swpson  ",3,5,5,8
"swpson  ",5,6,4,7
"swpson  ",5,1,5,2
"swpson  ",1,4,5,7
"swpson  ",4,3,4,4
"swpson  ",7,6,9,9
"swpson  ",1,1,3,1
"sdsu    ",5,3,5,3
"sdsu    ",3,3,2,2
"sdsu    ",3,2,3,1
"sdsu    ",1,1,1,1
"sdsu    ",1,1,1,1
"sdsu    ",6,5,7,5
"sdsu    ",6,2,7,2
"jmu     ",3,1,3,1
"sdsu    ",5,3,6,5
"sdsu    ",3,2,1,1
"sdsu    ",4,2,4,6
"sdsu    ",5,5,5,1
"qccuny  ",6,6,5,9
"sdsu    ",5,5,7,9
"sdsu    ",4,2,4,1
"sdsu    ",5,7,8,8
"swpson  ",5,3,5,4
"swpson  ",1,1,1,1
"swpson  ",1,1,6,1
"swpson  ",2,5,2,5
"swpson  ",2,2,2,1
"swpson  ",5,5,7,9
"swpson  ",5,5,5,7
"swpson  ",6,5,6,6
"swpson  ",4,4,6,4
"swpson  ",5,9,6,9
"swpson  ",5,2,1,6
"swpson  ",7,9,9,9
"swpson  ",NA,5,NA,9
"swpson  ",1,2,1,2
"qccuny  ",5,6,6,7
"brasilia",8,8,8,7
"qccuny  ",1,1,NA,1
"qccuny  ",4,4,4,1
"qccuny  ",2,2,1,1
"qccuny  ",4,1,5,1
"brasilia",1,1,3,1
"ithaca  ",9,5,9,6
"ithaca  ",3,3,7,3
"ithaca  ",3,2,2,1
"ithaca  ",5,2,2,8
"ithaca  ",5,3,6,3
"ithaca  ",5,1,3,2
"ithaca  ",9,4,9,9
"ithaca  ",8,6,7,6
"brasilia",2,1,1,2
"ufl     ",8,8,8,9
"ufl     ",5,3,7,2
"ithaca  ",6,6,6,9
"ithaca  ",6,5,6,7
"ithaca  ",6,4,7,9
"wku     ",5,2,5,6
"wku     ",3,1,4,1
"swpson  ",4,4,4,4
"sdsu    ",2,2,2,2
"sdsu    ",4,3,8,3
"sdsu    ",3,2,3,1
"swpson  ",4,5,1,9
"ithaca  ",2,1,3,2
"ithaca  ",5,5,9,9
"ithaca  ",NA,2,1,2
"ithaca  ",5,5,5,6
"swpson  ",9,9,6,9
"wku     ",5,3,3,5
"sdsu    ",7,9,8,9
"sdsu    ",5,7,7,9
"sdsu    ",6,4,5,8
"sdsu    ",6,5,5,4
"uva     ",4,3,4,2
"uva     ",4,2,4,3
"uva     ",5,1,7,3
"ithaca  ",9,9,9,9
"ithaca  ",5,5,6,5
"ithaca  ",2,2,2,6
"uva     ",3,1,2,6
"uva     ",5,3,6,4
"uva     ",5,3,5,3
"wku     ",9,3,9,7
"wku     ",4,6,4,3
"wku     ",4,3,6,7
"qccuny  ",5,5,6,8
"uva     ",3,1,7,1
"uva     ",5,6,5,7
"msvu    ",5,4,5,5
"msvu    ",8,6,4,8
"msvu    ",6,2,5,3
"msvu    ",3,2,3,5
"msvu    ",1,1,1,1
"msvu    ",4,2,6,9
"msvu    ",6,6,6,9
"msvu    ",NA,5,5,9
"msvu    ",1,2,2,8
"msvu    ",7,2,5,7
"msvu    ",5,5,5,9
"msvu    ",9,4,9,5
"msvu    ",3,2,4,7
"msvu    ",7,2,6,2
"msvu    ",2,2,2,5
"msvu    ",5,6,6,7
"msvu    ",5,3,3,2
"msvu    ",5,2,7,2
"msvu    ",5,3,5,7
"msvu    ",5,5,7,7
"msvu    ",7,4,7,7
"msvu    ",5,2,6,7
"msvu    ",7,5,7,6
"qccuny  ",7,5,5,1
"uva     ",4,2,2,1
"swpson  ",3,5,4,9
"msvu    ",5,1,1,5
"uva     ",6,3,9,9
"wku     ",2,1,4,1
"wku     ",6,5,5,5
"uva     ",6,5,5,6
"uva     ",5,5,5,1
"uva     ",6,7,9,9
"sdsu    ",2,2,2,2
"sdsu    ",8,7,9,8
"sdsu    ",5,3,5,6
"sdsu    ",5,2,5,7
"mcdaniel",5,1,1,1
"swpson  ",4,4,3,9
"sdsu    ",6,4,6,7
"sdsu    ",7,3,7,9
"sdsu    ",5,1,5,9
"sdsu    ",9,9,7,9
"wl      ",5,3,5,5
"swpson  ",3,2,1,3
"swpson  ",2,4,7,7
"swpson  ",7,4,9,4
"swpson  ",4,3,7,2
"swpson  ",1,1,1,1
"swpson  ",5,5,7,8
"swpson  ",9,9,9,9
"swpson  ",5,2,5,3
"swpson  ",6,3,6,1
"swpson  ",6,3,4,6
"swpson  ",3,6,3,3
"swpson  ",4,4,6,9
"swpson  ",5,2,1,1
"swpson  ",6,4,6,7
"swpson  ",NA,5,6,5
"swpson  ",1,5,5,9
"swpson  ",5,4,7,3
"swpson  ",4,1,3,3
"swpson  ",5,6,8,6
"swpson  ",5,2,5,1
"swpson  ",5,3,4,6
"swpson  ",3,1,1,1
"swpson  ",7,3,7,1
"swpson  ",5,3,4,2
"swpson  ",5,3,6,5
"swpson  ",3,4,7,9
"swpson  ",2,3,6,6
"swpson  ",3,1,1,3
"swpson  ",6,2,6,2
"swpson  ",6,7,8,9
"swpson  ",5,3,1,3
"brasilia",1,1,1,1
"swpson  ",5,4,3,3
"jmu     ",2,2,1,2
"sdsu    ",7,7,7,7
"sdsu    ",6,5,5,9
"sdsu    ",4,4,5,8
"ufl     ",4,4,8,9
"qccuny  ",2,3,2,3
"qccuny  ",3,3,3,3
"ufl     ",3,1,1,3
"sdsu    ",5,3,2,3
"qccuny  ",7,3,7,8
"qccuny  ",9,7,9,7
"swpson  ",9,7,8,9
"swpson  ",3,5,4,3
"qccuny  ",6,3,7,2
"ufl     ",2,1,5,1
"sdsu    ",5,1,5,6
"sdsu    ",7,7,9,9
"sdsu    ",5,3,5,5
"sdsu    ",5,5,4,7
"qccuny  ",NA,NA,NA,NA
"brasilia",5,2,5,1
"qccuny  ",6,6,6,6
"qccuny  ",3,2,2,1
"swpson  ",4,3,5,9
"swpson  ",5,1,6,3
"ufl     ",7,5,3,7
"ufl     ",4,3,4,5
"swpson  ",5,9,1,9
"qccuny  ",9,9,9,1
"swpson  ",5,5,7,7
"swpson  ",3,5,3,7
"qccuny  ",9,1,8,3
"swpson  ",5,2,1,9
"qccuny  ",5,1,5,9
"swpson  ",7,6,9,4
"swpson  ",5,5,1,1
"swpson  ",NA,6,9,9
"swpson  ",6,3,5,4
"swpson  ",1,3,1,1
"swpson  ",1,9,1,5
"swpson  ",1,4,1,1
"swpson  ",6,6,8,9
"qccuny  ",4,1,4,1
"qccuny  ",7,7,9,9
"qccuny  ",3,4,4,4
"qccuny  ",2,1,1,1
"qccuny  ",2,2,4,1
"qccuny  ",4,1,3,NA
"qccuny  ",4,3,3,3
"msvu    ",5,6,5,9
"jmu     ",9,6,6,7
"swpson  ",5,3,3,9
"qccuny  ",7,7,9,7
"ufl     ",9,9,9,9
"sdsu    ",6,4,5,6
"sdsu    ",5,3,5,3
"sdsu    ",7,5,5,3
"sdsu    ",4,3,4,6
"swpson  ",3,2,2,2
"tamuc   ",4,1,4,3
"tamuc   ",6,6,8,7
"tamuc   ",6,6,9,5
"sdsu    ",5,2,3,9
"sdsu    ",2,2,2,1
"tamuc   ",6,6,7,9
"sdsu    ",5,1,5,5
"ufl     ",6,2,8,7
"tamuc   ",5,4,5,3
"sdsu    ",9,9,7,6
"sdsu    ",8,6,9,4
"wl      ",5,3,6,7
"swpson  ",1,5,3,1
"tamuc   ",3,3,2,1
"wl      ",6,4,6,3
"swpson  ",2,3,3,1
"vcu     ",7,8,9,9
"sdsu    ",4,3,5,1
"sdsu    ",2,2,1,1
"sdsu    ",3,4,5,6
"sdsu    ",1,3,2,1
"sdsu    ",6,3,6,3
"sdsu    ",4,2,4,3
"sdsu    ",5,1,4,4
"sdsu    ",5,4,3,7
"sdsu    ",7,7,7,2
"sdsu    ",7,7,6,5
"sdsu    ",7,7,5,9
"swpson  ",6,3,6,7
"swpson  ",5,2,5,6
"swpson  ",3,5,5,5
"swpson  ",4,8,7,7
"swpson  ",5,3,5,9
"swpson  ",1,4,4,1
"swpson  ",5,5,5,5
"swpson  ",2,2,6,5
"jmu     ",5,4,6,7
"mcdaniel",5,5,8,8
"jmu     ",3,4,5,7
"mcdaniel",4,4,8,8
"mcdaniel",7,5,7,8
"mcdaniel",9,6,6,8
"mcdaniel",3,4,4,5
"mcdaniel",6,4,5,7
"swpson  ",6,7,7,8
"qccuny2 ",1,1,4,1
"mcdaniel",4,3,6,8
"swpson  ",4,3,4,7
"tamuc   ",5,5,5,5
"qccuny2 ",5,5,9,2
"wisc    ",6,3,5,2
"wisc    ",4,2,6,3
"wisc    ",5,3,5,5
"wisc    ",5,4,6,3
"wisc    ",6,6,7,8
"luc     ",5,5,9,9
"wisc    ",5,6,7,8
"wisc    ",4,4,2,3
"luc     ",6,3,7,7
"wisc    ",5,4,5,6
"wisc    ",5,3,5,8
"luc     ",6,6,6,4
"qccuny  ",7,1,5,5
"wisc    ",4,3,5,6
"tamuc   ",2,1,3,4
"luc     ",3,1,4,3
"vcu     ",2,1,3,1
"ithaca  ",3,2,4,2
"brasilia",6,2,6,2
"wisc    ",3,4,4,2
"wisc    ",4,2,2,1
"ithaca  ",3,3,5,2
"vcu     ",3,2,2,2
"ithaca  ",8,8,7,9
"ithaca  ",6,4,9,6
"wisc    ",4,2,3,2
"wisc    ",8,8,8,9
"wisc    ",6,5,6,6
"wisc    ",6,3,7,2
"ithaca  ",4,5,6,3
"wisc    ",2,1,1,3
"wisc    ",5,4,6,3
"ithaca  ",5,3,5,7
"wisc    ",3,4,3,7
"ithaca  ",6,2,3,2
"wisc    ",7,6,7,4
"wisc    ",6,3,5,3
"wisc    ",3,4,3,3
"ithaca  ",3,3,3,3
"wisc    ",3,3,6,3
"tamuc   ",2,2,1,2
"qccuny2 ",7,5,8,7
"wisc    ",2,2,5,2
"wisc    ",6,6,6,6
"vcu     ",2,2,1,1
"qccuny2 ",4,1,4,2
"luc     ",2,2,NA,1
"luc     ",7,6,7,3
"luc     ",7,4,5,5
"luc     ",5,3,6,4
"luc     ",8,5,9,7
"ufl     ",5,5,5,5
"tamuc   ",2,2,2,1
"qccuny  ",9,6,7,7
"qccuny  ",3,3,5,1
"qccuny  ",4,1,4,1
"qccuny  ",4,2,5,5
"brasilia",2,2,2,2
"luc     ",5,4,5,4
"luc     ",7,7,5,9
"luc     ",9,9,9,9
"qccuny  ",2,2,2,2
"luc     ",6,7,6,3
"brasilia",5,1,5,5
"qccuny  ",5,3,5,1
"qccuny  ",5,1,5,1
"qccuny  ",5,5,5,3
"qccuny2 ",3,2,1,1
"luc     ",9,6,9,8
"luc     ",5,4,5,4
"luc     ",8,5,8,9
"luc     ",1,3,3,7
"luc     ",8,7,7,9
"sdsu    ",5,1,5,2
"sdsu    ",7,5,5,9
"sdsu    ",5,4,6,5
"sdsu    ",3,2,3,5
"sdsu    ",6,8,6,9
"sdsu    ",5,6,7,9
"mcdaniel",5,2,2,7
"mcdaniel",5,6,7,9
"mcdaniel",5,2,4,7
"sdsu    ",4,3,6,8
"sdsu    ",5,5,5,8
"sdsu    ",5,3,5,5
"luc     ",9,8,5,9
"luc     ",1,1,2,1
"luc     ",7,2,4,6
"luc     ",5,2,3,3
"luc     ",8,5,8,9
"sdsu    ",5,1,5,2
"sdsu    ",4,5,2,2
"sdsu    ",5,2,2,9
"sdsu    ",5,2,5,2
"luc     ",3,6,9,7
"luc     ",5,2,5,1
"sdsu    ",2,2,4,3
"sdsu    ",2,2,4,1
"sdsu    ",3,2,3,1
"sdsu    ",1,5,4,4
"mcdaniel",7,4,9,7
"mcdaniel",5,2,1,1
"swpson  ",2,5,3,5
"jmu     ",7,4,5,9
"brasilia",6,5,5,7
"swpson  ",1,1,1,1
"ithaca  ",9,3,6,4
"tamuc   ",1,9,1,2
"ithaca  ",1,1,1,1
"qccuny2 ",3,2,5,1
"ufl     ",5,3,4,3
"qccuny2 ",7,3,8,6
"tamuc   ",5,7,7,7
"ithaca  ",5,2,3,6
"ithaca  ",2,3,5,3
"ithaca  ",5,1,5,5
"ithaca  ",4,1,5,3
"ithaca  ",4,3,6,2
"ithaca  ",8,6,7,9
"ithaca  ",2,2,1,1
"ithaca  ",3,4,5,2
"ithaca  ",6,2,6,2
"ithaca  ",5,3,4,6
"qccuny2 ",8,5,4,2
"tamuc   ",5,5,9,9
"qccuny2 ",2,1,2,1
"tamuc   ",5,5,5,7
"swpson  ",5,4,5,5
"wl      ",3,3,2,8
"wpi     ",5,4,8,9
"swpson  ",4,2,3,9
"wpi     ",5,1,3,4
"wpi     ",2,2,2,5
"ithaca  ",5,5,6,5
"ithaca  ",5,5,9,5
"ithaca  ",6,1,7,9
"tamuc   ",3,4,6,6
"swpson  ",9,6,7,2
"tamuc   ",8,5,6,8
"ithaca  ",6,5,9,6
"swpson  ",5,6,5,6
"swpson  ",3,3,2,3
"swpson  ",6,5,9,9
"sdsu    ",4,5,4,4
"sdsu    ",5,6,1,9
"sdsu    ",8,4,9,9
"swpson  ",4,7,9,9
"swpson  ",2,5,5,9
"swpson  ",4,7,8,1
"qccuny  ",9,5,9,9
"qccuny  ",3,1,1,3
"qccuny  ",9,7,7,8
"qccuny  ",7,4,5,7
"qccuny  ",9,7,9,9
"sdsu    ",3,2,4,4
"sdsu    ",5,4,4,7
"sdsu    ",5,6,5,1
"sdsu    ",5,5,5,5
"sdsu    ",2,2,3,3
"sdsu    ",1,1,1,1
"mcdaniel",5,7,5,4
"swpson  ",1,2,3,6
"swpson  ",2,7,5,1
"swpson  ",3,3,3,6
"swpson  ",5,9,7,9
"swpson  ",3,3,4,7
"swpson  ",3,2,2,1
"msvu    ",7,3,4,1
"msvu    ",8,7,9,7
"msvu    ",6,4,5,6
"msvu    ",3,7,4,3
"msvu    ",3,5,7,2
"msvu    ",3,1,5,3
"msvu    ",6,4,7,9
"laurier ",2,1,2,2
"laurier ",9,9,9,8
"laurier ",2,1,1,1
"laurier ",3,2,3,2
"laurier ",2,2,2,2
"laurier ",7,5,6,2
"laurier ",5,1,3,1
"laurier ",6,2,5,1
"laurier ",7,3,7,3
"laurier ",6,3,6,3
"laurier ",7,2,6,3
"laurier ",2,1,1,2
"laurier ",6,3,7,2
"laurier ",5,5,6,7
"laurier ",7,6,7,9
"laurier ",5,6,1,4
"qccuny2 ",2,3,5,9
"qccuny2 ",5,7,5,7
"laurier ",9,3,7,3
"laurier ",6,6,6,9
"laurier ",9,5,9,9
"laurier ",7,3,9,4
"laurier ",3,3,1,7
"laurier ",6,5,6,8
"laurier ",8,5,7,8
"laurier ",6,5,6,6
"laurier ",9,3,9,9
"laurier ",2,3,1,1
"laurier ",5,2,2,1
"laurier ",5,1,5,7
"laurier ",9,7,7,9
"laurier ",6,4,7,3
"laurier ",3,3,2,1
"laurier ",7,6,5,6
"laurier ",9,9,9,9
"laurier ",3,2,4,2
"laurier ",6,3,9,2
"laurier ",7,6,7,8
"laurier ",9,3,7,2
"laurier ",4,1,3,1
"laurier ",7,4,7,4
"laurier ",3,1,3,3
"laurier ",5,3,5,4
"laurier ",8,6,7,3
"laurier ",6,2,7,7
"laurier ",5,5,5,7
"laurier ",7,7,7,7
"laurier ",7,8,7,9
"laurier ",6,5,9,7
"laurier ",5,1,6,5
"ithaca  ",4,2,5,3
"ithaca  ",5,1,5,5
"ithaca  ",5,6,9,6
"ithaca  ",9,7,9,9
"ithaca  ",3,4,7,3
"ithaca  ",5,5,7,6
"laurier ",7,6,7,9
"laurier ",3,3,4,6
"laurier ",9,9,9,9
"laurier ",7,7,9,9
"swpson  ",7,8,8,9
"laurier ",5,5,5,5
"laurier ",6,4,5,8
"laurier ",5,1,5,5
"laurier ",7,1,7,2
"laurier ",3,1,4,2
"laurier ",5,1,4,2
"laurier ",5,2,5,2
"laurier ",5,1,1,1
"laurier ",9,7,9,9
"laurier ",5,5,5,7
"ufl     ",5,5,5,5
"laurier ",5,5,5,5
"laurier ",6,6,5,3
"uva     ",2,1,2,1
"laurier ",6,3,6,2
"uva     ",7,3,7,7
"uva     ",2,2,1,1
"uva     ",6,6,7,4
"wpi     ",5,6,5,6
"wpi     ",5,3,5,3
"laurier ",9,6,9,9
"laurier ",5,4,5,7
"laurier ",7,5,8,2
"laurier ",6,2,5,1
"laurier ",5,5,5,5
"laurier ",6,6,5,3
"laurier ",8,8,8,9
"laurier ",3,3,5,6
"laurier ",9,8,9,9
"laurier ",9,7,9,8
"laurier ",5,2,4,3
"laurier ",4,1,4,2
"laurier ",9,1,1,1
"laurier ",9,8,9,9
"laurier ",7,2,6,3
"uva     ",9,9,8,7
"laurier ",7,3,6,6
"msvu    ",6,4,7,1
"uva     ",7,9,5,4
"uva     ",4,3,3,2
"msvu    ",9,6,6,9
"ithaca  ",2,1,1,2
"laurier ",5,4,5,9
"uva     ",5,5,7,9
"laurier ",4,2,2,1
"laurier ",4,1,4,3
"laurier ",3,3,3,2
"laurier ",5,1,7,5
"uva     ",4,1,4,4
"laurier ",9,9,9,8
"uva     ",3,3,5,5
"laurier ",6,3,4,2
"uva     ",5,4,5,3
"laurier ",9,1,7,6
"laurier ",5,3,5,1
"laurier ",7,2,7,7
"laurier ",7,4,8,2
"uva     ",5,3,7,9
"laurier ",5,3,5,1
"laurier ",9,5,5,5
"laurier ",3,1,3,3
"laurier ",9,5,9,9
"uva     ",1,4,1,1
"laurier ",6,6,6,2
"uva     ",8,5,8,9
"laurier ",5,3,6,9
"laurier ",9,9,9,6
"uva     ",4,1,2,4
"laurier ",5,3,4,6
"uva     ",5,4,5,5
"laurier ",5,3,7,9
"laurier ",6,5,8,4
"laurier ",4,4,4,4
"sdsu    ",4,3,4,5
"laurier ",9,3,5,2
"laurier ",2,2,3,1
"sdsu    ",5,2,5,3
"laurier ",4,2,4,2
"sdsu    ",7,3,8,7
"laurier ",5,3,5,1
"csun    ",4,1,2,1
"laurier ",3,2,5,1
"csun    ",9,6,5,7
"laurier ",3,1,1,1
"sdsu    ",1,2,2,1
"laurier ",5,3,5,6
"laurier ",3,2,6,5
"laurier ",9,5,5,9
"ithaca  ",5,4,5,6
"csun    ",8,7,9,7
"csun    ",7,2,5,2
"luc     ",9,4,9,7
"csun    ",5,3,8,4
"sdsu    ",4,5,5,5
"sdsu    ",3,4,5,5
