"g","big5_03","big5_04"
"AshlandUniversity",6,5
"AshlandUniversity",7,7
"AshlandUniversity",7,5
"AshlandUniversity",5,5
"AshlandUniversity",7,3
"AshlandUniversity",3,2
"AshlandUniversity",5,6
"AshlandUniversity",4,5
"AshlandUniversity",5,2
"AshlandUniversity",7,3
"AshlandUniversity",6,4
"AshlandUniversity",6,1
"AshlandUniversity",6,6
"AshlandUniversity",6,5
"AshlandUniversity",7,4
"AshlandUniversity",7,2
"AshlandUniversity",7,5
"AshlandUniversity",6,5
"AshlandUniversity",6,6
"AshlandUniversity",6,5
"AshlandUniversity",6,7
"AshlandUniversity",6,6
"AshlandUniversity",5,3
"AshlandUniversity",6,5
"AshlandUniversity",6,5
"AshlandUniversity",7,6
"AshlandUniversity",6,5
"AshlandUniversity",5,4
"AshlandUniversity",6,4
"AshlandUniversity",6,5
"AshlandUniversity",6,6
"AshlandUniversity",6,2
"AshlandUniversity",7,3
"AshlandUniversity",6,2
"AshlandUniversity",6,1
"AshlandUniversity",6,1
"AshlandUniversity",5,3
"AshlandUniversity",7,3
"AshlandUniversity",7,7
"AshlandUniversity",7,6
"AshlandUniversity",7,2
"AshlandUniversity",6,2
"AshlandUniversity",5,3
"AshlandUniversity",6,2
"AshlandUniversity",6,2
"AshlandUniversity",6,7
"AshlandUniversity",7,6
"AshlandUniversity",5,6
"AshlandUniversity",7,2
"AshlandUniversity",6,4
"AshlandUniversity",6,3
"AshlandUniversity",6,2
"AshlandUniversity",7,5
"AshlandUniversity",7,6
"AshlandUniversity",7,3
"AshlandUniversity",6,2
"AshlandUniversity",7,7
"AshlandUniversity",6,5
"AshlandUniversity",7,4
"AshlandUniversity",7,3
"AshlandUniversity",6,3
"AshlandUniversity",5,7
"AshlandUniversity",6,5
"AshlandUniversity",7,2
"AshlandUniversity",6,5
"AshlandUniversity",5,4
"AshlandUniversity",7,7
"AshlandUniversity",6,6
"AshlandUniversity",7,1
"AshlandUniversity",6,5
"AshlandUniversity",5,3
"AshlandUniversity",6,4
"AshlandUniversity",7,2
"AshlandUniversity",6,4
"AshlandUniversity",7,2
"AshlandUniversity",6,5
"AshlandUniversity",7,3
"AshlandUniversity",6,3
"AshlandUniversity",5,5
"AshlandUniversity",7,3
"AshlandUniversity",7,2
"AshlandUniversity",6,5
"AshlandUniversity",4,6
"AshlandUniversity",7,5
"BradleyUniversity",7,3
"BradleyUniversity",6,4
"BradleyUniversity",6,2
"BradleyUniversity",4,5
"BradleyUniversity",6,5
"BradleyUniversity",6,4
"BradleyUniversity",2,5
"BradleyUniversity",6,5
"BradleyUniversity",7,5
"BradleyUniversity",6,4
"BradleyUniversity",5,3
"BradleyUniversity",6,2
"BradleyUniversity",7,3
"BradleyUniversity",7,5
"BradleyUniversity",7,5
"BradleyUniversity",3,5
"BradleyUniversity",2,6
"BradleyUniversity",5,5
"BradleyUniversity",6,2
"BradleyUniversity",7,7
"BradleyUniversity",7,5
"BradleyUniversity",6,5
"BradleyUniversity",6,5
"BradleyUniversity",6,4
"BradleyUniversity",7,6
"BradleyUniversity",6,3
"BradleyUniversity",7,1
"BradleyUniversity",7,5
"BradleyUniversity",7,5
"BradleyUniversity",7,5
"BradleyUniversity",6,5
"BradleyUniversity",6,5
"BradleyUniversity",6,2
"BradleyUniversity",7,7
"BradleyUniversity",7,1
"BradleyUniversity",7,2
"BradleyUniversity",7,2
"BradleyUniversity",6,2
"BradleyUniversity",5,2
"BradleyUniversity",7,2
"BradleyUniversity",6,6
"BradleyUniversity",6,2
"BradleyUniversity",2,2
"BradleyUniversity",4,3
"BradleyUniversity",6,3
"BradleyUniversity",7,3
"BradleyUniversity",6,3
"BradleyUniversity",6,3
"BradleyUniversity",6,3
"BradleyUniversity",5,6
"BradleyUniversity",5,7
"BradleyUniversity",7,5
"BradleyUniversity",6,3
"BradleyUniversity",7,7
"BradleyUniversity",3,6
"BradleyUniversity",6,5
"BradleyUniversity",6,3
"BradleyUniversity",6,6
"BradleyUniversity",7,3
"BradleyUniversity",6,5
"BradleyUniversity",6,5
"BradleyUniversity",6,4
"BradleyUniversity",5,7
"BradleyUniversity",6,3
"BradleyUniversity",7,2
"BradleyUniversity",6,1
"BradleyUniversity",6,5
"BradleyUniversity",5,3
"BradleyUniversity",6,4
"BradleyUniversity",4,5
"BradleyUniversity",6,3
"BradleyUniversity",4,3
"BradleyUniversity",3,5
"BradleyUniversity",5,5
"BradleyUniversity",7,3
"BradleyUniversity",7,3
"BradleyUniversity",3,3
"BradleyUniversity",7,2
"BradleyUniversity",6,5
"BradleyUniversity",7,2
"BradleyUniversity",6,5
"BradleyUniversity",6,6
"BradleyUniversity",6,3
"BradleyUniversity",6,5
"BradleyUniversity",6,7
"BradleyUniversity",6,4
"BradleyUniversity",6,6
"BradleyUniversity",6,5
"BradleyUniversity",7,5
"BradleyUniversity",6,1
"BradleyUniversity",6,1
"BradleyUniversity",5,5
"BradleyUniversity",7,6
"BradleyUniversity",7,6
"BradleyUniversity",5,1
"BradleyUniversity",6,3
"BradleyUniversity",6,5
"BradleyUniversity",7,7
"BradleyUniversity",6,2
"BradleyUniversity",6,1
"BradleyUniversity",1,1
"BradleyUniversity",6,7
"BradleyUniversity",5,6
"BradleyUniversity",7,5
"BradleyUniversity",6,2
"BradleyUniversity",6,3
"BradleyUniversity",6,2
"BradleyUniversity",5,3
"BradleyUniversity",7,3
"BradleyUniversity",7,5
"BradleyUniversity",6,6
"BradleyUniversity",5,2
"BradleyUniversity",5,7
"BradleyUniversity",7,4
"BradleyUniversity",7,1
"BradleyUniversity",5,2
"BradleyUniversity",7,5
"CarletonUniversity",6,6
"CarletonUniversity",5,5
"CarletonUniversity",7,2
"CarletonUniversity",7,1
"CarletonUniversity",5,6
"CarletonUniversity",3,7
"CarletonUniversity",7,6
"CarletonUniversity",6,4
"CarletonUniversity",4,4
"CarletonUniversity",6,4
"CarletonUniversity",6,1
"CarletonUniversity",7,6
"CarletonUniversity",6,5
"CarletonUniversity",7,2
"CarletonUniversity",6,3
"CarletonUniversity",5,2
"CarletonUniversity",6,6
"CarletonUniversity",6,3
"CarletonUniversity",5,5
"CarletonUniversity",6,7
"CarletonUniversity",7,6
"CarletonUniversity",6,2
"CarletonUniversity",7,5
"CarletonUniversity",5,5
"CarletonUniversity",5,5
"CarletonUniversity",6,6
"CarletonUniversity",6,5
"CarletonUniversity",3,6
"CarletonUniversity",7,2
"CarletonUniversity",6,6
"CarletonUniversity",7,6
"CarletonUniversity",5,6
"CarletonUniversity",7,2
"CarletonUniversity",3,5
"CarletonUniversity",6,3
"CarletonUniversity",4,6
"CarletonUniversity",6,2
"CarletonUniversity",5,6
"CarletonUniversity",6,4
"CarletonUniversity",6,6
"CarletonUniversity",6,2
"CarletonUniversity",5,2
"IthacaCollege",7,3
"IthacaCollege",3,1
"IthacaCollege",6,6
"IthacaCollege",7,2
"IthacaCollege",6,1
"IthacaCollege",7,2
"IthacaCollege",5,4
"IthacaCollege",7,4
"IthacaCollege",7,2
"IthacaCollege",6,6
"IthacaCollege",5,6
"IthacaCollege",7,2
"IthacaCollege",7,4
"IthacaCollege",5,2
"IthacaCollege",5,5
"IthacaCollege",7,6
"IthacaCollege",5,5
"IthacaCollege",6,4
"IthacaCollege",3,6
"IthacaCollege",7,2
"IthacaCollege",5,6
"IthacaCollege",7,6
"IthacaCollege",5,6
"IthacaCollege",6,2
"IthacaCollege",6,7
"IthacaCollege",7,3
"IthacaCollege",6,5
"IthacaCollege",6,5
"IthacaCollege",7,1
"IthacaCollege",5,3
"IthacaCollege",3,3
"IthacaCollege",5,6
"IthacaCollege",6,6
"IthacaCollege",2,6
"IthacaCollege",6,7
"IthacaCollege",6,5
"IthacaCollege",6,2
"IthacaCollege",7,2
"IthacaCollege",6,6
"IthacaCollege",7,5
"IthacaCollege",6,6
"IthacaCollege",6,3
"IthacaCollege",7,1
"IthacaCollege",6,2
"IthacaCollege",7,5
"IthacaCollege",6,6
"IthacaCollege",7,6
"IthacaCollege",6,5
"IthacaCollege",6,3
"IthacaCollege",5,3
"IthacaCollege",6,7
"IthacaCollege",5,5
"IthacaCollege",7,7
"IthacaCollege",6,5
"IthacaCollege",5,5
"IthacaCollege",7,7
"IthacaCollege",7,3
"IthacaCollege",6,5
"IthacaCollege",1,7
"IthacaCollege",6,3
"IthacaCollege",6,6
"IthacaCollege",3,7
"IthacaCollege",5,5
"IthacaCollege",7,7
"IthacaCollege",7,7
"IthacaCollege",6,2
"IthacaCollege",6,2
"IthacaCollege",5,7
"IthacaCollege",7,5
"IthacaCollege",6,3
"IthacaCollege",7,3
"IthacaCollege",7,7
"IthacaCollege",5,3
"IthacaCollege",6,6
"IthacaCollege",6,4
"IthacaCollege",7,5
"IthacaCollege",7,2
"IthacaCollege",6,4
"IthacaCollege",5,5
"IthacaCollege",7,6
"IthacaCollege",6,3
"IthacaCollege",5,4
"IthacaCollege",6,3
"IthacaCollege",6,4
"IthacaCollege",4,7
"IthacaCollege",7,4
"IthacaCollege",7,2
"IthacaCollege",7,3
"IthacaCollege",7,5
"IthacaCollege",5,2
"MiamiUniversity",6,5
"MiamiUniversity",6,4
"MiamiUniversity",6,7
"MiamiUniversity",7,4
"MiamiUniversity",5,4
"MiamiUniversity",7,4
"MiamiUniversity",7,5
"MiamiUniversity",5,3
"MiamiUniversity",5,7
"MiamiUniversity",6,3
"MiamiUniversity",6,5
"MiamiUniversity",6,5
"MiamiUniversity",6,5
"MiamiUniversity",6,5
"MiamiUniversity",7,1
"MiamiUniversity",5,2
"MiamiUniversity",6,5
"MiamiUniversity",7,5
"MiamiUniversity",6,4
"MiamiUniversity",5,3
"MiamiUniversity",7,5
"MiamiUniversity",6,3
"MiamiUniversity",5,3
"MiamiUniversity",7,5
"MiamiUniversity",6,6
"MiamiUniversity",7,3
"MiamiUniversity",6,2
"MiamiUniversity",7,3
"MiamiUniversity",2,6
"MiamiUniversity",7,6
"MiamiUniversity",7,5
"MiamiUniversity",6,2
"MiamiUniversity",5,6
"MiamiUniversity",7,3
"MiamiUniversity",7,4
"MiamiUniversity",4,1
"MiamiUniversity",6,5
"MiamiUniversity",6,5
"MiamiUniversity",6,3
"MiamiUniversity",4,5
"MiamiUniversity",6,4
"MiamiUniversity",7,2
"MiamiUniversity",7,4
"MiamiUniversity",3,2
"MiamiUniversity",3,2
"MiamiUniversity",6,3
"MiamiUniversity",1,1
"MiamiUniversity",4,5
"MiamiUniversity",6,4
"MiamiUniversity",4,4
"MiamiUniversity",5,1
"MiamiUniversity",4,5
"MiamiUniversity",6,7
"MiamiUniversity",6,7
"MiamiUniversity",3,2
"MiamiUniversity",6,5
"MiamiUniversity",3,2
"MiamiUniversity",7,1
"MiamiUniversity",7,6
"MiamiUniversity",6,3
"MiamiUniversity",7,3
"MiamiUniversity",5,5
"MiamiUniversity",5,1
"MiamiUniversity",5,2
"MiamiUniversity",7,2
"MiamiUniversity",3,4
"MiamiUniversity",7,4
"MiamiUniversity",5,5
"MiamiUniversity",2,2
"MiamiUniversity",3,3
"MiamiUniversity",5,5
"MiamiUniversity",6,2
"MiamiUniversity",6,5
"MiamiUniversity",5,2
"MiamiUniversity",3,4
"MiamiUniversity",5,3
"MiamiUniversity",7,3
"MiamiUniversity",4,3
"MiamiUniversity",6,2
"MiamiUniversity",5,3
"MiamiUniversity",6,2
"MiamiUniversity",6,5
"MiamiUniversity",5,6
"MiamiUniversity",5,5
"MiamiUniversity",3,2
"MiamiUniversity",6,1
"MiamiUniversity",6,6
"MiamiUniversity",6,3
"MiamiUniversity",7,5
"MiamiUniversity",7,5
"MiamiUniversity",7,4
"MiamiUniversity",5,6
"MiamiUniversity",6,6
"MiamiUniversity",5,2
"MiamiUniversity",5,2
"MiamiUniversity",6,6
"MichiganStateUniversity",7,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",5,6
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,2
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,7
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,4
"MichiganStateUniversity",6,4
"MichiganStateUniversity",6,3
"MichiganStateUniversity",5,6
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,4
"MichiganStateUniversity",4,3
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,7
"MichiganStateUniversity",6,2
"MichiganStateUniversity",7,3
"MichiganStateUniversity",7,2
"MichiganStateUniversity",4,2
"MichiganStateUniversity",7,3
"MichiganStateUniversity",5,7
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",5,4
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",3,1
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",4,5
"MichiganStateUniversity",7,2
"MichiganStateUniversity",6,6
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,4
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,7
"MichiganStateUniversity",7,6
"MichiganStateUniversity",5,2
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,7
"MichiganStateUniversity",4,4
"MichiganStateUniversity",6,1
"MichiganStateUniversity",6,2
"MichiganStateUniversity",7,3
"MichiganStateUniversity",5,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",5,3
"MichiganStateUniversity",2,4
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",2,7
"MichiganStateUniversity",6,6
"MichiganStateUniversity",5,2
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,4
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,7
"MichiganStateUniversity",7,7
"MichiganStateUniversity",4,4
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,3
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,4
"MichiganStateUniversity",7,4
"MichiganStateUniversity",5,2
"MichiganStateUniversity",7,6
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,3
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,1
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,3
"MichiganStateUniversity",4,6
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,2
"MichiganStateUniversity",3,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",7,1
"MichiganStateUniversity",4,6
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,7
"MichiganStateUniversity",7,1
"MichiganStateUniversity",6,3
"MichiganStateUniversity",5,3
"MichiganStateUniversity",5,3
"MichiganStateUniversity",5,3
"MichiganStateUniversity",6,6
"MichiganStateUniversity",7,4
"MichiganStateUniversity",3,6
"MichiganStateUniversity",7,4
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,1
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,6
"MichiganStateUniversity",1,2
"MichiganStateUniversity",6,4
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",4,3
"MichiganStateUniversity",4,4
"MichiganStateUniversity",5,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",5,1
"MichiganStateUniversity",5,3
"MichiganStateUniversity",5,3
"MichiganStateUniversity",6,2
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,2
"MichiganStateUniversity",7,4
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,2
"MichiganStateUniversity",1,2
"MichiganStateUniversity",3,3
"MichiganStateUniversity",5,6
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,6
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,1
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,7
"MichiganStateUniversity",3,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",6,6
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",2,4
"MichiganStateUniversity",7,1
"MichiganStateUniversity",5,4
"MichiganStateUniversity",7,3
"MichiganStateUniversity",5,7
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",7,2
"MichiganStateUniversity",5,3
"MichiganStateUniversity",7,1
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,4
"MichiganStateUniversity",6,5
"MichiganStateUniversity",3,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,3
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,2
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,5
"MichiganStateUniversity",4,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",6,7
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,2
"MichiganStateUniversity",6,1
"MichiganStateUniversity",5,7
"MichiganStateUniversity",3,6
"MichiganStateUniversity",7,7
"MichiganStateUniversity",4,3
"MichiganStateUniversity",5,2
"MichiganStateUniversity",6,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,3
"MichiganStateUniversity",3,5
"MichiganStateUniversity",6,4
"MichiganStateUniversity",6,6
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,1
"MichiganStateUniversity",7,2
"MichiganStateUniversity",5,2
"MichiganStateUniversity",7,7
"MichiganStateUniversity",6,6
"MichiganStateUniversity",5,3
"MichiganStateUniversity",6,4
"MichiganStateUniversity",5,4
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",5,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",3,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,2
"MichiganStateUniversity",5,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,4
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,3
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,1
"MichiganStateUniversity",5,5
"MichiganStateUniversity",5,5
"MichiganStateUniversity",3,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,5
"MichiganStateUniversity",3,5
"MichiganStateUniversity",6,6
"MichiganStateUniversity",3,3
"MichiganStateUniversity",6,6
"MichiganStateUniversity",7,2
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,3
"MichiganStateUniversity",6,4
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,4
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,5
"MichiganStateUniversity",7,6
"MichiganStateUniversity",7,1
"MichiganStateUniversity",7,6
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",6,5
"MichiganStateUniversity",5,6
"MichiganStateUniversity",7,4
"MichiganStateUniversity",6,2
"MichiganStateUniversity",6,7
"MichiganStateUniversity",3,6
"MichiganStateUniversity",3,3
"MichiganStateUniversity",6,1
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,3
"MichiganStateUniversity",6,2
"MichiganStateUniversity",5,4
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,6
"MichiganStateUniversity",6,1
"MichiganStateUniversity",6,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,2
"MichiganStateUniversity",7,7
"MichiganStateUniversity",7,1
"MichiganStateUniversity",6,1
"MichiganStateUniversity",6,5
"MichiganStateUniversity",6,5
"MichiganStateUniversity",7,2
"MichiganStateUniversity",5,5
"MichiganStateUniversity",5,5
"MichiganStateUniversity",6,3
"MichiganStateUniversity",6,4
"MichiganStateUniversity",7,2
"MichiganStateUniversity",6,4
"MichiganStateUniversity",7,7
"MichiganStateUniversity",4,4
"MichiganStateUniversity",5,5
"MichiganStateUniversity",7,3
"MichiganStateUniversity",7,6
"MichiganStateUniversity",5,1
"MichiganStateUniversity",7,2
"MontanaStateUniversity",5,2
"MontanaStateUniversity",4,2
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,5
"MontanaStateUniversity",7,7
"MontanaStateUniversity",5,5
"MontanaStateUniversity",3,6
"MontanaStateUniversity",6,1
"MontanaStateUniversity",6,3
"MontanaStateUniversity",5,2
"MontanaStateUniversity",6,3
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,5
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,2
"MontanaStateUniversity",6,6
"MontanaStateUniversity",4,2
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,4
"MontanaStateUniversity",5,1
"MontanaStateUniversity",5,5
"MontanaStateUniversity",7,6
"MontanaStateUniversity",7,2
"MontanaStateUniversity",5,3
"MontanaStateUniversity",6,1
"MontanaStateUniversity",5,3
"MontanaStateUniversity",5,3
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,2
"MontanaStateUniversity",5,7
"MontanaStateUniversity",5,3
"MontanaStateUniversity",7,6
"MontanaStateUniversity",6,1
"MontanaStateUniversity",6,2
"MontanaStateUniversity",5,4
"MontanaStateUniversity",6,7
"MontanaStateUniversity",5,7
"MontanaStateUniversity",7,3
"MontanaStateUniversity",4,5
"MontanaStateUniversity",7,5
"MontanaStateUniversity",7,1
"MontanaStateUniversity",7,3
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,4
"MontanaStateUniversity",2,5
"MontanaStateUniversity",7,5
"MontanaStateUniversity",6,5
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,5
"MontanaStateUniversity",6,4
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,4
"MontanaStateUniversity",3,6
"MontanaStateUniversity",6,6
"MontanaStateUniversity",7,3
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,5
"MontanaStateUniversity",7,6
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,2
"MontanaStateUniversity",7,1
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,2
"MontanaStateUniversity",3,3
"MontanaStateUniversity",7,6
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,1
"MontanaStateUniversity",6,5
"MontanaStateUniversity",7,2
"MontanaStateUniversity",7,5
"MontanaStateUniversity",7,6
"MontanaStateUniversity",7,2
"MontanaStateUniversity",6,1
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,5
"MontanaStateUniversity",3,5
"MontanaStateUniversity",6,6
"MontanaStateUniversity",5,7
"MontanaStateUniversity",6,2
"MontanaStateUniversity",7,3
"MontanaStateUniversity",5,6
"MontanaStateUniversity",6,1
"MontanaStateUniversity",7,1
"MontanaStateUniversity",5,3
"MontanaStateUniversity",7,6
"MontanaStateUniversity",5,3
"MontanaStateUniversity",6,4
"MontanaStateUniversity",7,1
"MontanaStateUniversity",7,2
"MontanaStateUniversity",6,6
"MontanaStateUniversity",7,3
"MontanaStateUniversity",7,2
"MontanaStateUniversity",5,4
"MontanaStateUniversity",7,1
"MontanaStateUniversity",6,1
"MontanaStateUniversity",6,3
"MontanaStateUniversity",5,5
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,1
"MontanaStateUniversity",7,5
"MontanaStateUniversity",3,7
"MontanaStateUniversity",6,2
"MontanaStateUniversity",6,3
"MontanaStateUniversity",7,4
"MontanaStateUniversity",7,6
"MontanaStateUniversity",6,4
"MontanaStateUniversity",5,6
